Names,Psychometrics Score,Presentation Score,Date,Location
SALMON BLINDER,56.0,71.88,2019-09-18,London Academy
KAHALEEL TATEM,58.0,62.5,2019-09-18,London Academy
EREK O'DORAN,62.0,59.38,2019-09-18,London Academy
REYNARD ILYENKO,59.0,71.88,2019-09-18,London Academy
LISLE STOLLI,70.0,62.5,2019-09-18,London Academy
REINALDOS TOLEFREE,42.0,68.75,2019-09-18,London Academy
RANCE WILSONE,44.0,65.62,2019-09-18,London Academy
MELONIE DUFFET,45.0,62.5,2019-09-18,London Academy
URSON SIBTHORP,55.0,65.62,2019-09-18,London Academy
KING JANATKA,53.0,71.88,2019-09-18,London Academy
DINNIE BALEINE,52.0,65.62,2019-09-18,London Academy
BELTRAN JOLLY,53.0,65.62,2019-09-18,London Academy
GARE HALPEN,43.0,62.5,2019-09-18,London Academy
URBAN BOOTLAND,51.0,78.12,2019-09-18,London Academy
ELVIRA VALENTINE,49.0,56.25,2019-09-18,London Academy
BRANDIE BIRKIN,51.0,71.88,2019-09-18,London Academy
MALINDE MOWSDALE,47.0,68.75,2019-09-18,London Academy
DEANA SALERNO,54.0,59.38,2019-09-18,London Academy
ALAYNE FARRANS,60.0,59.38,2019-12-19,Birmingham Academy
JACLIN HEASMAN,66.0,28.12,2019-12-19,Birmingham Academy
OLLY LANNEN,53.0,75.0,2019-12-19,Birmingham Academy
REBA COSSER,65.0,71.88,2019-12-19,Birmingham Academy
LEIF FORSYTH,58.0,65.62,2019-12-19,Birmingham Academy
VIDOVIC NIBLETT,66.0,62.5,2019-12-19,Birmingham Academy
WHIT BRISSE,61.0,65.62,2019-12-19,Birmingham Academy
MIOF MELA WOODLAND,36.0,65.62,2019-12-19,Birmingham Academy
TRUDEY BROCKMAN,58.0,78.12,2019-12-19,Birmingham Academy
GUNILLA LUCKEN,55.0,75.0,2019-12-19,Birmingham Academy
YORGOS O'ROURKE,56.0,46.88,2019-12-19,Birmingham Academy
FAIR IVASHINTSOV,57.0,68.75,2019-12-19,Birmingham Academy
LETHIA CROW,56.0,65.62,2019-12-19,Birmingham Academy
EYDE BOUGHTON,64.0,62.5,2019-12-19,Birmingham Academy
THOM DERWIN,66.0,65.62,2019-12-19,Birmingham Academy
URIEL LAMPLOUGH,58.0,46.88,2019-12-19,Birmingham Academy
ERICA SOUGHTON,56.0,59.38,2019-12-19,Birmingham Academy
PRUDENCE HARRILL,56.0,50.0,2019-12-19,Birmingham Academy
GODFRY SEPHTON,67.0,71.88,2019-12-19,Birmingham Academy
ESMARIA RAPP,55.0,65.62,2019-12-19,Birmingham Academy
CLIFFORD RANDLE,52.0,65.62,2019-12-19,Birmingham Academy
ALFONS KRAUZE,46.0,71.88,2019-12-19,Birmingham Academy
DOTTIE LE PREVOST,51.0,59.38,2019-12-19,Birmingham Academy
SUZIE ORABLE,46.0,43.75,2019-12-19,Birmingham Academy
ARDEN TOLOSSI,59.0,56.25,2019-12-19,Birmingham Academy
DEVINA FRANZ-SCHONINGER,48.0,59.38,2019-12-19,Birmingham Academy
EDUINO HUERTAS,47.0,75.0,2019-12-19,Birmingham Academy
HAKEEM IVERMEE,52.0,71.88,2019-02-19,London Academy
ALVY BOWERING,44.0,62.5,2019-02-19,London Academy
LARINE BURCOMBE,54.0,56.25,2019-02-19,London Academy
NICOLAI STOCKEY,57.0,59.38,2019-02-19,London Academy
ANDROS WICKSON,54.0,53.12,2019-02-19,London Academy
MAUDIE DADSWELL,59.0,71.88,2019-02-19,London Academy
OZZY MATTAUS,47.0,62.5,2019-02-19,London Academy
JOANNE LE JEAN,52.0,81.25,2019-02-19,London Academy
SHELLEY O'DYVOIE,61.0,71.88,2019-02-19,London Academy
HARWILLL POWNALL,52.0,50.0,2019-02-19,London Academy
MARCO TORRA,65.0,62.5,2019-02-19,London Academy
NERISSA CULVEY,50.0,53.12,2019-02-19,London Academy
JEFFERSON PAYNTON,56.0,53.12,2019-02-19,London Academy
ALRIC PETTIGREW,42.0,59.38,2019-02-19,London Academy
ELROY HATCHELL,64.0,65.62,2019-02-19,London Academy
BARBABAS HUYGENS,59.0,71.88,2019-02-19,London Academy
JULITA BENOY,57.0,84.38,2019-02-19,London Academy
MALACHI CARLISSO,75.0,75.0,2019-02-19,London Academy
SAXON MCTIERNAN,55.0,68.75,2019-02-19,London Academy
JARRED CONNAR,52.0,40.62,2019-02-19,London Academy
ELINORE DUNNAN,63.0,59.38,2019-02-19,London Academy
HILARIUS ZYWICKI,62.0,71.88,2019-02-19,London Academy
ELYSEE MARDOLL,59.0,81.25,2019-02-19,London Academy
SHEA SKILLETT,57.0,78.12,2019-02-19,London Academy
CLEVE HALLBORD,69.0,62.5,2019-02-19,London Academy
GARRETT SPRULLS,60.0,50.0,2019-02-19,London Academy
ANDRIS FRANGELLO,44.0,53.12,2019-02-19,London Academy
OLA ROBELET,61.0,71.88,2019-06-19,London Academy
LEOLINE STELLI,59.0,59.38,2019-06-19,London Academy
ADELINE ORDIDGE,54.0,62.5,2019-06-19,London Academy
STANLEIGH HUSON,53.0,68.75,2019-06-19,London Academy
LENORA GANNICOTT,53.0,59.38,2019-06-19,London Academy
CLEVELAND VASYUKHIN,55.0,53.12,2019-06-19,London Academy
FIDEL NORVAL,64.0,56.25,2019-06-19,London Academy
MARVIN GORGER,63.0,59.38,2019-06-19,London Academy
ROSALINDE SMALLSHAW,63.0,68.75,2019-06-19,London Academy
HALE GODBALD,65.0,37.5,2019-06-19,London Academy
NORBERT DYE,56.0,31.25,2019-06-19,London Academy
KHALIL VOSPER,58.0,43.75,2019-06-19,London Academy
SHERMY SWANCOCK,54.0,65.62,2019-06-19,London Academy
ROBIN FUGERE,54.0,40.62,2019-06-19,London Academy
KEEN BENTHAM3,50.0,75.0,2019-06-19,London Academy
MELONY TRISTRAM,51.0,62.5,2019-06-19,London Academy
CASSAUNDRA YUILL,54.0,65.62,2019-06-19,London Academy
FARICA HARDING,67.0,65.62,2019-06-19,London Academy
JESSAMYN REIGHTLEY,63.0,59.38,2019-06-19,London Academy
SERGE MUEHLE,53.0,50.0,2019-06-19,London Academy
SYDNEY BURCHMORE,61.0,68.75,2019-06-19,London Academy
BOURKE BELSEY,53.0,56.25,2019-06-19,London Academy
MAURY HALLYBONE,49.0,50.0,2019-06-19,London Academy
WOLFGANG O'GRADY,46.0,87.5,2019-06-19,London Academy
CANDI CAMILLO,61.0,78.12,2019-06-19,London Academy
SILVANO MACCAGUE,47.0,50.0,2019-06-19,London Academy
JEROME KASTING,58.0,65.62,2019-06-19,London Academy
TONIA GOODIE,57.0,65.62,2019-03-19,London Academy
CORT TROW,62.0,31.25,2019-03-19,London Academy
HENRIK MOTT,56.0,59.38,2019-03-19,London Academy
WILLY MURPHEY,52.0,68.75,2019-03-19,London Academy
JEROMY MEBIUS,61.0,78.12,2019-03-19,London Academy
ELIOT FRANK,56.0,62.5,2019-03-19,London Academy
GANNY BRUMHAM,52.0,46.88,2019-03-19,London Academy
HERMIA VITTE,47.0,75.0,2019-03-19,London Academy
ZITELLA HEMBERY,70.0,62.5,2019-03-19,London Academy
ELFREDA ABURROW,59.0,62.5,2019-03-19,London Academy
BETTE-ANN LEMMERS,56.0,56.25,2019-03-19,London Academy
ROMONA BUYE,59.0,62.5,2019-03-19,London Academy
MELVYN GARSTANG,45.0,46.88,2019-03-19,London Academy
CARMELINA THORINGTON,55.0,65.62,2019-03-19,London Academy
TRACEY SPRATLEY,55.0,56.25,2019-03-19,London Academy
FRANCOIS EARENGEY,48.0,46.88,2019-03-19,London Academy
HUGHIE YELIASHEV,60.0,71.88,2019-03-19,London Academy
EVIN BENNALLCK,65.0,56.25,2019-03-19,London Academy
GLEN LILLO,49.0,59.38,2019-03-19,London Academy
EZEKIEL LEMERIE,57.0,65.62,2019-03-19,London Academy
JULINA HARTLES,52.0,62.5,2019-03-19,London Academy
LANGSDON BRASHAW,56.0,43.75,2019-03-19,London Academy
SHER BIESINGER,51.0,71.88,2019-03-19,London Academy
SHEFFIELD FURZER,58.0,71.88,2019-03-19,London Academy
RHONDA DUPREE,45.0,71.88,2019-03-19,London Academy
DANIELLE ABSOLOM,61.0,53.12,2019-03-19,London Academy
TOMMIE HAMMERMAN,55.0,68.75,2019-03-19,London Academy
ANIA SILVER,62.0,78.12,2019-03-19,London Academy
AMELINA POSNETT,50.0,62.5,2019-03-19,London Academy
ASHLEY FUDGE,63.0,71.88,2019-03-19,London Academy
NADIA WHEELTON,54.0,56.25,2019-03-19,London Academy
GEARARD SLEGG,66.0,59.38,2019-03-19,London Academy
DICK RUBINSHTEIN,55.0,81.25,2019-03-19,London Academy
WALY NAPTON,54.0,34.38,2019-03-19,London Academy
ARTAIR CARTMAN,60.0,68.75,2019-03-19,London Academy
MATTIAS BLANPEIN,58.0,56.25,2019-03-19,London Academy
NICOLETTE BONEHILL,47.0,62.5,2019-11-19,London Academy
MONA ORVISS,50.0,46.88,2019-11-19,London Academy
ISAHELLA SWINDELLS,49.0,68.75,2019-11-19,London Academy
REBEKAH SUGGE,58.0,75.0,2019-11-19,London Academy
TEIRTZA DOCHARTY,62.0,81.25,2019-11-19,London Academy
BEV FERRI,62.0,65.62,2019-11-19,London Academy
CACILIE REWCASSELL,60.0,65.62,2019-11-19,London Academy
SYMAN GUYNEMER,59.0,56.25,2019-11-19,London Academy
ULICK KINANE,42.0,46.88,2019-11-19,London Academy
SIGISMUNDO SHELLIBEER,53.0,71.88,2019-11-19,London Academy
TALLIE MORTIMER,52.0,68.75,2019-11-19,London Academy
BURK MACKILPATRICK,54.0,65.62,2019-11-19,London Academy
KARYN HUORTIC,58.0,59.38,2019-11-19,London Academy
CARMITA CHILLISTONE,50.0,56.25,2019-11-19,London Academy
LAWTON HOWLEY,52.0,84.38,2019-11-19,London Academy
ALAIR PATEY,57.0,56.25,2019-11-19,London Academy
CHRISTAN MITYASHIN,62.0,78.12,2019-11-19,London Academy
IRWINN GOAKS,58.0,68.75,2019-11-19,London Academy
DORRI MCMILLIAN,62.0,56.25,2019-09-19,Birmingham Academy
ZORAH GRASSER,56.0,81.25,2019-09-19,Birmingham Academy
DANA BOLDRA,50.0,53.12,2019-09-19,Birmingham Academy
EREK CHADNEY,61.0,65.62,2019-09-19,Birmingham Academy
JENILEE ALBURY,55.0,56.25,2019-09-19,Birmingham Academy
CHERLYN MCLAVERTY,60.0,62.5,2019-09-19,Birmingham Academy
CARTER KINGSWOLD,50.0,50.0,2019-09-19,Birmingham Academy
BRADAN WICKMAN,69.0,71.88,2019-09-19,Birmingham Academy
PORTY DU PLANTIER,60.0,56.25,2019-09-19,Birmingham Academy
MINNIE GITTOSE,63.0,65.62,2019-09-19,Birmingham Academy
DELMOR PHUPRATE,61.0,40.62,2019-09-19,Birmingham Academy
CLAIBORNE JESPER,54.0,56.25,2019-09-19,Birmingham Academy
HUSEIN GARTSIDE,51.0,59.38,2019-09-19,Birmingham Academy
SILAS BLOWIN,55.0,62.5,2019-09-19,Birmingham Academy
AURIA SHAFTO,55.0,78.12,2019-09-19,Birmingham Academy
QUILL BUZIN,50.0,65.62,2019-09-19,Birmingham Academy
RAYE TERBRUG,65.0,43.75,2019-09-19,Birmingham Academy
WINNA OLIVE,60.0,56.25,2019-09-19,Birmingham Academy
TEDD HURL,69.0,43.75,2019-09-19,Birmingham Academy
BARTIE GRAYSON,46.0,50.0,2019-09-19,Birmingham Academy
JUIETA MULLISS,51.0,68.75,2019-09-19,Birmingham Academy
FRIEDRICK HAWKEY,54.0,62.5,2019-09-19,Birmingham Academy
ZANDRA MAKEPEACE,54.0,62.5,2019-09-19,Birmingham Academy
BERT LOSTY,48.0,62.5,2019-09-19,Birmingham Academy
DARILL WHAPPLES,47.0,56.25,2019-09-19,Birmingham Academy
THEADORA BERKELAY,59.0,37.5,2019-04-02,London Academy
AUSTINA DEPPER,48.0,56.25,2019-04-02,London Academy
NANCE CRATE,55.0,50.0,2019-04-02,London Academy
SHELIA CARLESI,59.0,68.75,2019-04-02,London Academy
CLEMENTE AKITT,50.0,71.88,2019-04-02,London Academy
SHALNA JZAK,40.0,59.38,2019-04-02,London Academy
CHICKY SAWBRIDGE,64.0,78.12,2019-04-02,London Academy
TORI WEATHERHILL,56.0,56.25,2019-04-02,London Academy
MARYANN SCARRE,40.0,78.12,2019-04-02,London Academy
MIRA BOFIELD,54.0,75.0,2019-04-02,London Academy
MAURITA GIMBLET,62.0,68.75,2019-04-02,London Academy
GRADY ROMEO,51.0,46.88,2019-04-02,London Academy
CAMI BURBEROW,62.0,81.25,2019-04-02,London Academy
WINNIE WASKETT,53.0,68.75,2019-04-02,London Academy
BENEDICK BERNARDEAU,58.0,75.0,2019-04-02,London Academy
LINN MINERS,46.0,59.38,2019-04-02,London Academy
PRUDY JOUANNIN,45.0,50.0,2019-04-02,London Academy
AMERIGO GRAYSMARK,60.0,59.38,2019-04-02,London Academy
LAVINIE DE QUESNE,61.0,59.38,2019-04-02,London Academy
VIVIEN BEIDERBECK,65.0,59.38,2019-04-02,London Academy
TEDDI JUNIFER,48.0,78.12,2019-04-02,London Academy
SCOT RANKINE,46.0,78.12,2019-04-02,London Academy
VALIDA KETCHASIDE,42.0,28.12,2019-04-02,London Academy
BOURKE CAUDREY,49.0,75.0,2019-04-02,London Academy
HOWIE HAITH,55.0,65.62,2019-04-02,London Academy
TALYA PLACIDI,57.0,59.38,2019-01-02,London Academy
CRYSTA AIKETT,68.0,56.25,2019-01-02,London Academy
RHETA ASSEL,67.0,65.62,2019-01-02,London Academy
HERNANDO GUAGE,53.0,53.12,2019-01-02,London Academy
REINWALD CORISH,48.0,62.5,2019-01-02,London Academy
LEROI SHURMER,51.0,56.25,2019-01-02,London Academy
EMMY LUCKINGS,57.0,53.12,2019-01-02,London Academy
HARRY ORCAS,56.0,62.5,2019-01-02,London Academy
HILLERY HUNNICUTT,43.0,56.25,2019-01-02,London Academy
ELSINORE MARCUSSEN,47.0,56.25,2019-01-02,London Academy
MARIELE STEEDMAN,65.0,59.38,2019-01-02,London Academy
SIGRID VEITCH,57.0,62.5,2019-01-02,London Academy
ALLEGRA ASPLAND,58.0,53.12,2019-01-02,London Academy
STORMI KMENT,42.0,56.25,2019-01-02,London Academy
ESTEBAN WARN,47.0,50.0,2019-01-02,London Academy
CHRISTIAN CLOWLEY,46.0,65.62,2019-07-02,London Academy
ANDRIANA UC,55.0,65.62,2019-07-02,London Academy
ISACCO TEESE,53.0,53.12,2019-07-02,London Academy
MATHILDE KEPPIN,54.0,59.38,2019-07-02,London Academy
KITTY ALLEN,55.0,53.12,2019-07-02,London Academy
ALBINA ALVES,54.0,56.25,2019-07-02,London Academy
SHANIE DENISO,58.0,43.75,2019-07-02,London Academy
CHEVY PYBURN,50.0,62.5,2019-07-02,London Academy
LARISA WARRINGTON,55.0,71.88,2019-07-02,London Academy
DEMETRIUS DUNBAVIN,53.0,59.38,2019-07-02,London Academy
ARTY INDRUCH,56.0,75.0,2019-07-02,London Academy
DARCY DOWBAKIN,48.0,50.0,2019-07-02,London Academy
EBA GARY,58.0,59.38,2019-07-02,London Academy
D'ARCY BOVER,56.0,84.38,2019-07-02,London Academy
ABRAHAM ROCKELL,60.0,56.25,2019-07-02,London Academy
CHEV SPILLANE,53.0,71.88,2019-07-02,London Academy
BEAUREGARD CORNEHL,56.0,75.0,2019-07-02,London Academy
DUKY SHAILER,51.0,68.75,2019-07-02,London Academy
WAVERLEY DEACOCK,60.0,62.5,2019-07-02,London Academy
SORCHA ARGUE,52.0,46.88,2019-07-02,London Academy
FRANKIE BOSELEY,51.0,59.38,2019-07-02,London Academy
MARLOW TURBITT,43.0,65.62,2019-07-02,London Academy
MATT ROOCROFT,42.0,71.88,2019-07-02,London Academy
HONOR HUNTALL,56.0,71.88,2019-07-02,London Academy
YANKEE NORTHING,54.0,68.75,2019-07-02,London Academy
GERMAINE KITCHENSIDE,49.0,90.62,2019-07-02,London Academy
BERTI NAYER,51.0,81.25,2019-07-02,London Academy
GILBERTINE OLIVETTI,41.0,71.88,2019-07-02,London Academy
DRUSY BENNY,55.0,75.0,2019-07-02,London Academy
ARA LOGGIE,64.0,46.88,2019-07-02,London Academy
KETTI MURRIGANS,42.0,59.38,2019-07-02,London Academy
SHERLOCKE BASELIO,66.0,59.38,2019-07-02,London Academy
AMALEA UGHI,53.0,56.25,2019-07-02,London Academy
JULIA TAILE,52.0,50.0,2019-07-02,London Academy
ARDIS STANILAND,53.0,50.0,2019-07-02,London Academy
CLAUDE DURAN,55.0,62.5,2019-07-02,London Academy
ANDREE ROMEO,52.0,78.12,2019-07-02,London Academy
ENNIS BREINL,46.0,62.5,2019-07-02,London Academy
YANK CARGILL,44.0,46.88,2019-05-02,Birmingham Academy
JEREMIE GIACOBAZZI,55.0,37.5,2019-05-02,Birmingham Academy
SHAYNE ST LOUIS,51.0,75.0,2019-05-02,Birmingham Academy
TIMMY BENZIES,56.0,56.25,2019-05-02,Birmingham Academy
ETTORE ELPHEE,49.0,59.38,2019-05-02,Birmingham Academy
ROWLAND CABOTTO,49.0,50.0,2019-05-02,Birmingham Academy
LAWTON REDPATH,57.0,84.38,2019-05-02,Birmingham Academy
THERESINA BRECKELL,56.0,53.12,2019-05-02,Birmingham Academy
LEM BURBIDGE,54.0,75.0,2019-05-02,Birmingham Academy
GILBURT CHAMNEY,65.0,68.75,2019-05-02,Birmingham Academy
GRAY EADMEADS,57.0,65.62,2019-05-02,Birmingham Academy
KIZZEE OLIVA,55.0,68.75,2019-05-02,Birmingham Academy
JEANA SCHOWENBURG,59.0,68.75,2019-05-02,Birmingham Academy
RHODIA VALSLER,47.0,59.38,2019-05-02,Birmingham Academy
LUDOVICO ORRIDGE,52.0,53.12,2019-05-02,Birmingham Academy
CHANTAL MAILES,67.0,78.12,2019-05-02,Birmingham Academy
DEAN BURNUP,61.0,62.5,2019-05-02,Birmingham Academy
AUBERON O'QUIN,67.0,65.62,2019-05-02,Birmingham Academy
RHYS YAKEBOVICH,62.0,75.0,2019-05-02,Birmingham Academy
GILBERTINE MATTEONI,50.0,81.25,2019-05-02,Birmingham Academy
DONAL MILA,49.0,65.62,2019-05-02,Birmingham Academy
BURTIE GARFITT,53.0,53.12,2019-05-02,Birmingham Academy
BURNARD ANTONSSON,57.0,68.75,2019-05-02,Birmingham Academy
SAREE SCHWAND,56.0,59.38,2019-05-02,Birmingham Academy
SCARLETT CICCARELLO,57.0,50.0,2019-05-02,Birmingham Academy
CHICKIE DICKENS,51.0,68.75,2019-10-02,London Academy
MAURISE PAWFOOT,49.0,59.38,2019-10-02,London Academy
GUILBERT LEET,50.0,65.62,2019-10-02,London Academy
SYDELLE RUSSO,55.0,75.0,2019-10-02,London Academy
MIKAELA QUAIFE,44.0,40.62,2019-10-02,London Academy
PERLA HAIBEL,55.0,46.88,2019-10-02,London Academy
ALASTEIR COOTES,50.0,56.25,2019-10-02,London Academy
AUDRYE KNIGHTLEY,64.0,62.5,2019-10-02,London Academy
GAIL BASSO,53.0,62.5,2019-10-02,London Academy
NONNAH GENTREAU,50.0,75.0,2019-10-02,London Academy
ANTONY ECKERT,56.0,78.12,2019-10-02,London Academy
PRYCE PLAYDEN,53.0,56.25,2019-10-02,London Academy
BLONDY DOCKER,60.0,68.75,2019-10-02,London Academy
AVELINE ANDRZEJ,42.0,78.12,2019-10-02,London Academy
PATRICE HAWKSHAW,57.0,53.12,2019-10-02,London Academy
ROS HAMERTON,44.0,43.75,2019-10-02,London Academy
EVELINA OWENS,63.0,59.38,2019-10-02,London Academy
GABBY MAYOR,47.0,62.5,2019-10-02,London Academy
GERY TILIO,45.0,53.12,2019-10-02,London Academy
AMALETA ALRED,54.0,62.5,2019-10-02,London Academy
DAREN OUCHTERLONY,56.0,78.12,2019-10-02,London Academy
JUSTINIAN LUSCOTT,54.0,62.5,2019-10-02,London Academy
MICHELL FISHLOCK,54.0,68.75,2019-10-02,London Academy
MARIEL DEI,58.0,46.88,2019-10-02,London Academy
ODELLA HURNE,64.0,62.5,2019-10-02,London Academy
CORTNEY RUDEYEARD,62.0,75.0,2019-10-02,London Academy
KATLEEN TRUNKS,57.0,53.12,2019-10-02,London Academy
GAIL PAFFOT,66.0,68.75,2019-10-02,London Academy
CACILIE SENNETT,43.0,53.12,2019-08-20,London Academy
SAMUELE WHEAR,57.0,56.25,2019-08-20,London Academy
TEADOR TINTON,37.0,53.12,2019-08-20,London Academy
MAHMUD MOLINEUX,61.0,56.25,2019-08-20,London Academy
SEE UDEN,48.0,68.75,2019-08-20,London Academy
GARWOOD STROWAN,57.0,75.0,2019-08-20,London Academy
PEPI BOME,58.0,56.25,2019-08-20,London Academy
MARYELLEN VASOVIC,65.0,50.0,2019-08-20,London Academy
DOMINIQUE NARBETT,57.0,78.12,2019-08-20,London Academy
PRENTISS GODMAN,62.0,56.25,2019-08-20,London Academy
CARR KENSALL,56.0,62.5,2019-08-20,London Academy
BOOTE MOAN,58.0,59.38,2019-08-20,London Academy
TITO GREISWOOD,59.0,53.12,2019-08-20,London Academy
CARLIN STELLINO,62.0,65.62,2019-08-20,London Academy
SYBILLE LAVARACK,45.0,62.5,2019-08-20,London Academy
MELISSE CRAZE,53.0,78.12,2019-08-20,London Academy
NOAMI EDWORTHYE,60.0,68.75,2019-08-20,London Academy
MOZELLE GRINNOV,56.0,59.38,2019-08-20,London Academy
FARAND ROTLAUF,56.0,56.25,2019-08-20,London Academy
ARCH COOKLEY,52.0,53.12,2019-08-20,London Academy
TANSY DUKELOW,55.0,62.5,2019-08-20,London Academy
AYN NOVICHENKO,45.0,59.38,2019-08-20,London Academy
VACLAV ORTLER,51.0,65.62,2019-08-20,London Academy
JEHANNA VERRECHIA,55.0,81.25,2019-02-20,London Academy
VIKKI GODSAL,56.0,59.38,2019-02-20,London Academy
FERDINAND WHYBERD,54.0,68.75,2019-02-20,London Academy
COLAN SOUTH,49.0,37.5,2019-02-20,London Academy
EILIS HULL,60.0,40.62,2019-02-20,London Academy
VINCENTS BAHL,58.0,65.62,2019-02-20,London Academy
CARMELLA GUIDI,57.0,59.38,2019-02-20,London Academy
BENJAMEN HARROW,53.0,75.0,2019-02-20,London Academy
HORATIA TOMPKIN,52.0,71.88,2019-02-20,London Academy
DARRYL GLEED,55.0,53.12,2019-02-20,London Academy
RAINER BEECHENO,65.0,68.75,2019-02-20,London Academy
SLADE CANNAVAN,65.0,53.12,2019-02-20,London Academy
ABRAN MUNSON,53.0,62.5,2019-02-20,London Academy
PACE DELION,55.0,62.5,2019-02-20,London Academy
KENDRICK COLLINETTE,41.0,84.38,2019-02-20,London Academy
LIUKA DRISSELL,55.0,62.5,2019-02-20,London Academy
TIM SAUNTER,48.0,62.5,2019-02-20,London Academy
FLETCHER AYLLETT,51.0,71.88,2019-02-20,London Academy
JEANNINE MCPOLIN,52.0,31.25,2019-02-20,London Academy
CISSY ARNOULT,61.0,62.5,2019-02-20,London Academy
RUY WYTHILL,61.0,56.25,2019-02-20,London Academy
LYNETTE INGRAM,58.0,31.25,2019-02-20,London Academy
BRYANTY ANTONNIKOV,59.0,75.0,2019-02-20,London Academy
MARQUITA FORRINGTON,60.0,53.12,2019-06-20,Birmingham Academy
SUZETTE GLANDER,60.0,81.25,2019-06-20,Birmingham Academy
VIRGE INSOLE,64.0,75.0,2019-06-20,Birmingham Academy
TEMPLE PLUMRIDEGE,60.0,68.75,2019-06-20,Birmingham Academy
HANNI KATT,51.0,81.25,2019-06-20,Birmingham Academy
VINA FODDEN,63.0,68.75,2019-06-20,Birmingham Academy
SARAH MAGOR,61.0,75.0,2019-06-20,Birmingham Academy
SHELDEN SHERATON,58.0,71.88,2019-06-20,Birmingham Academy
SELLE MCKEOWON,57.0,46.88,2019-06-20,Birmingham Academy
BIRD HATFIELD,52.0,50.0,2019-06-20,Birmingham Academy
EMELINE WHISTANCE,55.0,50.0,2019-06-20,Birmingham Academy
SAL RIGNOLDES,48.0,53.12,2019-06-20,Birmingham Academy
GAV MOLSON,49.0,62.5,2019-06-20,Birmingham Academy
TADIO GOULLEE,59.0,71.88,2019-06-20,Birmingham Academy
KARY BEEBY,60.0,43.75,2019-06-20,Birmingham Academy
FLEMING TAILLARD,53.0,46.88,2019-06-20,Birmingham Academy
DOMINIQUE PULFER,46.0,59.38,2019-06-20,Birmingham Academy
DERMOT GUNTHORP,58.0,62.5,2019-06-20,Birmingham Academy
BAILY CAMIDGE,50.0,78.12,2019-06-20,Birmingham Academy
GABRILA CHASIER,60.0,68.75,2019-06-20,Birmingham Academy
MUFFIN JANDEL,52.0,53.12,2019-06-20,Birmingham Academy
CHRISSY SATE,56.0,59.38,2019-06-20,Birmingham Academy
ERIC SPRITT,57.0,81.25,2019-06-20,Birmingham Academy
KRYSTALLE DEENEY,54.0,53.12,2019-06-20,Birmingham Academy
CORBY TOREL,62.0,75.0,2019-06-20,Birmingham Academy
FARLEE PETREN,63.0,75.0,2019-06-20,Birmingham Academy
LETIZIA PERSENCE,68.0,59.38,2019-06-20,Birmingham Academy
KYLA JANKOVSKY,61.0,75.0,2019-06-20,Birmingham Academy
AUDRA BOODELL,54.0,56.25,2019-06-20,Birmingham Academy
KINGSLY LOWDWELL,63.0,50.0,2019-06-20,Birmingham Academy
CLEON KEMSON,59.0,68.75,2019-06-20,Birmingham Academy
PAVLOV PEYTO,43.0,65.62,2019-06-20,Birmingham Academy
KLARRISA ADAMOVITCH,49.0,53.12,2019-03-20,London Academy
FARLEY HEARNES,54.0,59.38,2019-03-20,London Academy
CORRIE DUIGUID,53.0,78.12,2019-03-20,London Academy
BURTIE IRNYS,53.0,46.88,2019-03-20,London Academy
JOLETTA MATZAITIS,63.0,65.62,2019-03-20,London Academy
OFELIA HELM,52.0,50.0,2019-03-20,London Academy
SHOLOM BANTING,61.0,75.0,2019-03-20,London Academy
HAMILTON GODBEHERE,58.0,59.38,2019-03-20,London Academy
WILHELM COHANE,72.0,43.75,2019-03-20,London Academy
SYBIL CIABATTERI,45.0,78.12,2019-03-20,London Academy
LELAND BAVERSTOCK,46.0,59.38,2019-03-20,London Academy
YULMA KERREY,60.0,56.25,2019-03-20,London Academy
DINAH TARBATT,46.0,53.12,2019-03-20,London Academy
CYMBRE REUBEN,55.0,59.38,2019-03-20,London Academy
CORBIE HINCHSHAW,67.0,62.5,2019-03-20,London Academy
WOODIE REELY,62.0,68.75,2019-03-20,London Academy
RANDI TOMKOWICZ,55.0,56.25,2019-03-20,London Academy
DIANEMARIE WONFOR,59.0,43.75,2019-03-20,London Academy
RIANNON SIBYLLA,55.0,68.75,2019-03-20,London Academy
THORVALD GRIEVE,40.0,68.75,2019-03-20,London Academy
QUINCEY GAYLE,69.0,68.75,2019-03-20,London Academy
ARTAIR ROIS,53.0,46.88,2019-03-20,London Academy
ESTELE PRESTER,50.0,71.88,2019-03-20,London Academy
FRANZEN IDDY,50.0,68.75,2019-03-20,London Academy
CATI GEANE,60.0,62.5,2019-11-20,London Academy
CHANDLER GRINOV,60.0,59.38,2019-11-20,London Academy
EVERETT O'CLERY,65.0,71.88,2019-11-20,London Academy
ADRIA RAIKER,62.0,56.25,2019-11-20,London Academy
POOH GREATREX,48.0,71.88,2019-11-20,London Academy
ARNE DYBELL,50.0,62.5,2019-11-20,London Academy
ANNORA MENSLER,56.0,53.12,2019-11-20,London Academy
HASHIM JOLLYE,59.0,50.0,2019-11-20,London Academy
LIVVIE SCHNEIDAU,57.0,65.62,2019-11-20,London Academy
JOURDAIN BERTLIN,62.0,71.88,2019-11-20,London Academy
MORDY KARLSSON,58.0,65.62,2019-11-20,London Academy
TRIXIE MACMECHAN,53.0,56.25,2019-11-20,London Academy
DWAIN BUSBY,63.0,68.75,2019-11-20,London Academy
NATHANAEL DEMAID,39.0,75.0,2019-11-20,London Academy
