,name,psychometrics_score,presentation_score,date,location
18,Godfry Sephton,67.0,71.88,2019-12-19,Birmingham Academy
19,Esmaria Rapp,55.0,65.62,2019-12-19,Birmingham Academy
20,Clifford Randle,52.0,65.62,2019-12-19,Birmingham Academy
21,Alfons Krauze,46.0,71.88,2019-12-19,Birmingham Academy
22,Dottie Le Prevost,51.0,59.38,2019-12-19,Birmingham Academy
23,Suzie Orable,46.0,43.75,2019-12-19,Birmingham Academy
24,Arden Tolossi,59.0,56.25,2019-12-19,Birmingham Academy
25,Devina Franz-Schoninger,48.0,59.38,2019-12-19,Birmingham Academy
26,Eduino Huertas,47.0,75.0,2019-12-19,Birmingham Academy
27,Sammy Macsweeney,48.0,65.62,2019-12-19,Birmingham Academy
0,Hakeem Ivermee,52.0,71.88,2019-02-19,London Academy
1,Alvy Bowering,44.0,62.5,2019-02-19,London Academy
2,Larine Burcombe,54.0,56.25,2019-02-19,London Academy
3,Nicolai Stockey,57.0,59.38,2019-02-19,London Academy
4,Andros Wickson,54.0,53.12,2019-02-19,London Academy
5,Maudie Dadswell,59.0,71.88,2019-02-19,London Academy
6,Ozzy Mattaus,47.0,62.5,2019-02-19,London Academy
7,Joanne Le Jean,52.0,81.25,2019-02-19,London Academy
8,Shelley O'Dyvoie,61.0,71.88,2019-02-19,London Academy
9,Harwilll Pownall,52.0,50.0,2019-02-19,London Academy
10,Marco Torra,65.0,62.5,2019-02-19,London Academy
11,Nerissa Culvey,50.0,53.12,2019-02-19,London Academy
12,Jefferson Paynton,56.0,53.12,2019-02-19,London Academy
13,Alric Pettigrew,42.0,59.38,2019-02-19,London Academy
14,Elroy Hatchell,64.0,65.62,2019-02-19,London Academy
15,Barbabas Huygens,59.0,71.88,2019-02-19,London Academy
16,Julita Benoy,57.0,84.38,2019-02-19,London Academy
17,Malachi Carlisso,75.0,75.0,2019-02-19,London Academy
18,Saxon Mctiernan,55.0,68.75,2019-02-19,London Academy
19,Jarred Connar,52.0,40.62,2019-02-19,London Academy
20,Elinore Dunnan,63.0,59.38,2019-02-19,London Academy
21,Hilarius Zywicki,62.0,71.88,2019-02-19,London Academy
22,Elysee Mardoll,59.0,81.25,2019-02-19,London Academy
23,Shea Skillett,57.0,78.12,2019-02-19,London Academy
24,Cleve Hallbord,69.0,62.5,2019-02-19,London Academy
25,Garrett Sprulls,60.0,50.0,2019-02-19,London Academy
26,Andris Frangello,44.0,53.12,2019-02-19,London Academy
27,Jozef Vedekhin,52.0,65.62,2019-02-19,London Academy
0,Ola Robelet,61.0,71.88,2019-06-19,London Academy
1,Leoline Stelli,59.0,59.38,2019-06-19,London Academy
2,Adeline Ordidge,54.0,62.5,2019-06-19,London Academy
3,Stanleigh Huson,53.0,68.75,2019-06-19,London Academy
4,Lenora Gannicott,53.0,59.38,2019-06-19,London Academy
5,Cleveland Vasyukhin,55.0,53.12,2019-06-19,London Academy
6,Fidel Norval,64.0,56.25,2019-06-19,London Academy
7,Marvin Gorger,63.0,59.38,2019-06-19,London Academy
8,Rosalinde Smallshaw,63.0,68.75,2019-06-19,London Academy
9,Hale Godbald,65.0,37.5,2019-06-19,London Academy
10,Norbert Dye,56.0,31.25,2019-06-19,London Academy
11,Khalil Vosper,58.0,43.75,2019-06-19,London Academy
12,Shermy Swancock,54.0,65.62,2019-06-19,London Academy
13,Robin Fugere,54.0,40.62,2019-06-19,London Academy
14,Keen Bentham3,50.0,75.0,2019-06-19,London Academy
15,Melony Tristram,51.0,62.5,2019-06-19,London Academy
16,Cassaundra Yuill,54.0,65.62,2019-06-19,London Academy
17,Farica Harding,67.0,65.62,2019-06-19,London Academy
18,Jessamyn Reightley,63.0,59.38,2019-06-19,London Academy
19,Serge Muehle,53.0,50.0,2019-06-19,London Academy
20,Sydney Burchmore,61.0,68.75,2019-06-19,London Academy
21,Bourke Belsey,53.0,56.25,2019-06-19,London Academy
22,Maury Hallybone,49.0,50.0,2019-06-19,London Academy
23,Wolfgang O'Grady,46.0,87.5,2019-06-19,London Academy
24,Candi Camillo,61.0,78.12,2019-06-19,London Academy
25,Silvano Maccague,47.0,50.0,2019-06-19,London Academy
26,Jerome Kasting,58.0,65.62,2019-06-19,London Academy
27,Devlen Froome,55.0,56.25,2019-06-19,London Academy
0,Tonia Goodie,57.0,65.62,2019-03-19,London Academy
1,Cort Trow,62.0,31.25,2019-03-19,London Academy
2,Henrik Mott,56.0,59.38,2019-03-19,London Academy
3,Willy Murphey,52.0,68.75,2019-03-19,London Academy
4,Jeromy Mebius,61.0,78.12,2019-03-19,London Academy
5,Eliot Frank,56.0,62.5,2019-03-19,London Academy
6,Ganny Brumham,52.0,46.88,2019-03-19,London Academy
7,Hermia Vitte,47.0,75.0,2019-03-19,London Academy
8,Zitella Hembery,70.0,62.5,2019-03-19,London Academy
9,Elfreda Aburrow,59.0,62.5,2019-03-19,London Academy
10,Bette-Ann Lemmers,56.0,56.25,2019-03-19,London Academy
11,Romona Buye,59.0,62.5,2019-03-19,London Academy
12,Melvyn Garstang,45.0,46.88,2019-03-19,London Academy
13,Carmelina Thorington,55.0,65.62,2019-03-19,London Academy
14,Tracey Spratley,55.0,56.25,2019-03-19,London Academy
15,Francois Earengey,48.0,46.88,2019-03-19,London Academy
16,Hughie Yeliashev,60.0,71.88,2019-03-19,London Academy
17,Evin Bennallck,65.0,56.25,2019-03-19,London Academy
18,Glen Lillo,49.0,59.38,2019-03-19,London Academy
19,Ezekiel Lemerie,57.0,65.62,2019-03-19,London Academy
20,Julina Hartles,52.0,62.5,2019-03-19,London Academy
21,Langsdon Brashaw,56.0,43.75,2019-03-19,London Academy
22,Sher Biesinger,51.0,71.88,2019-03-19,London Academy
23,Sheffield Furzer,58.0,71.88,2019-03-19,London Academy
24,Rhonda Dupree,45.0,71.88,2019-03-19,London Academy
25,Danielle Absolom,61.0,53.12,2019-03-19,London Academy
26,Tommie Hammerman,55.0,68.75,2019-03-19,London Academy
27,Ania Silver,62.0,78.12,2019-03-19,London Academy
28,Amelina Posnett,50.0,62.5,2019-03-19,London Academy
29,Ashley Fudge,63.0,71.88,2019-03-19,London Academy
30,Nadia Wheelton,54.0,56.25,2019-03-19,London Academy
31,Gearard Slegg,66.0,59.38,2019-03-19,London Academy
32,Dick Rubinshtein,55.0,81.25,2019-03-19,London Academy
33,Waly Napton,54.0,34.38,2019-03-19,London Academy
34,Artair Cartman,60.0,68.75,2019-03-19,London Academy
35,Mattias Blanpein,58.0,56.25,2019-03-19,London Academy
36,Jaymee Riden,54.0,62.5,2019-03-19,London Academy
0,Nicolette Bonehill,47.0,62.5,2019-11-19,London Academy
1,Mona Orviss,50.0,46.88,2019-11-19,London Academy
2,Isahella Swindells,49.0,68.75,2019-11-19,London Academy
3,Rebekah Sugge,58.0,75.0,2019-11-19,London Academy
4,Teirtza Docharty,62.0,81.25,2019-11-19,London Academy
5,Bev Ferri,62.0,65.62,2019-11-19,London Academy
6,Cacilie Rewcassell,60.0,65.62,2019-11-19,London Academy
7,Syman Guynemer,59.0,56.25,2019-11-19,London Academy
8,Ulick Kinane,42.0,46.88,2019-11-19,London Academy
9,Sigismundo Shellibeer,53.0,71.88,2019-11-19,London Academy
10,Tallie Mortimer,52.0,68.75,2019-11-19,London Academy
11,Burk Mackilpatrick,54.0,65.62,2019-11-19,London Academy
12,Karyn Huortic,58.0,59.38,2019-11-19,London Academy
13,Carmita Chillistone,50.0,56.25,2019-11-19,London Academy
14,Lawton Howley,52.0,84.38,2019-11-19,London Academy
15,Alair Patey,57.0,56.25,2019-11-19,London Academy
16,Christan Mityashin,62.0,78.12,2019-11-19,London Academy
17,Irwinn Goaks,58.0,68.75,2019-11-19,London Academy
18,Arny Dobrowolny,64.0,53.12,2019-11-19,London Academy
0,Dorri Mcmillian,62.0,56.25,2019-09-19,Birmingham Academy
1,Zorah Grasser,56.0,81.25,2019-09-19,Birmingham Academy
2,Dana Boldra,50.0,53.12,2019-09-19,Birmingham Academy
3,Erek Chadney,61.0,65.62,2019-09-19,Birmingham Academy
4,Jenilee Albury,55.0,56.25,2019-09-19,Birmingham Academy
5,Cherlyn Mclaverty,60.0,62.5,2019-09-19,Birmingham Academy
6,Carter Kingswold,50.0,50.0,2019-09-19,Birmingham Academy
7,Bradan Wickman,69.0,71.88,2019-09-19,Birmingham Academy
8,Porty Du Plantier,60.0,56.25,2019-09-19,Birmingham Academy
9,Minnie Gittose,63.0,65.62,2019-09-19,Birmingham Academy
10,Delmor Phuprate,61.0,40.62,2019-09-19,Birmingham Academy
11,Claiborne Jesper,54.0,56.25,2019-09-19,Birmingham Academy
12,Husein Gartside,51.0,59.38,2019-09-19,Birmingham Academy
13,Silas Blowin,55.0,62.5,2019-09-19,Birmingham Academy
14,Auria Shafto,55.0,78.12,2019-09-19,Birmingham Academy
15,Quill Buzin,50.0,65.62,2019-09-19,Birmingham Academy
16,Raye Terbrug,65.0,43.75,2019-09-19,Birmingham Academy
17,Winna Olive,60.0,56.25,2019-09-19,Birmingham Academy
18,Tedd Hurl,69.0,43.75,2019-09-19,Birmingham Academy
19,Bartie Grayson,46.0,50.0,2019-09-19,Birmingham Academy
20,Juieta Mulliss,51.0,68.75,2019-09-19,Birmingham Academy
21,Friedrick Hawkey,54.0,62.5,2019-09-19,Birmingham Academy
22,Zandra Makepeace,54.0,62.5,2019-09-19,Birmingham Academy
23,Bert Losty,48.0,62.5,2019-09-19,Birmingham Academy
24,Darill Whapples,47.0,56.25,2019-09-19,Birmingham Academy
25,Vivianna Letty,56.0,59.38,2019-09-19,Birmingham Academy
0,Theadora Berkelay,59.0,37.5,2019-04-02,London Academy
1,Austina Depper,48.0,56.25,2019-04-02,London Academy
2,Nance Crate,55.0,50.0,2019-04-02,London Academy
3,Shelia Carlesi,59.0,68.75,2019-04-02,London Academy
4,Clemente Akitt,50.0,71.88,2019-04-02,London Academy
5,Shalna Jzak,40.0,59.38,2019-04-02,London Academy
6,Chicky Sawbridge,64.0,78.12,2019-04-02,London Academy
7,Tori Weatherhill,56.0,56.25,2019-04-02,London Academy
8,Maryann Scarre,40.0,78.12,2019-04-02,London Academy
9,Mira Bofield,54.0,75.0,2019-04-02,London Academy
10,Maurita Gimblet,62.0,68.75,2019-04-02,London Academy
11,Grady Romeo,51.0,46.88,2019-04-02,London Academy
12,Cami Burberow,62.0,81.25,2019-04-02,London Academy
13,Winnie Waskett,53.0,68.75,2019-04-02,London Academy
14,Benedick Bernardeau,58.0,75.0,2019-04-02,London Academy
15,Linn Miners,46.0,59.38,2019-04-02,London Academy
16,Prudy Jouannin,45.0,50.0,2019-04-02,London Academy
17,Amerigo Graysmark,60.0,59.38,2019-04-02,London Academy
18,Lavinie De Quesne,61.0,59.38,2019-04-02,London Academy
19,Vivien Beiderbeck,65.0,59.38,2019-04-02,London Academy
20,Teddi Junifer,48.0,78.12,2019-04-02,London Academy
21,Scot Rankine,46.0,78.12,2019-04-02,London Academy
22,Valida Ketchaside,42.0,28.12,2019-04-02,London Academy
23,Bourke Caudrey,49.0,75.0,2019-04-02,London Academy
24,Howie Haith,55.0,65.62,2019-04-02,London Academy
25,Josselyn Kaindl,62.0,50.0,2019-04-02,London Academy
0,Talya Placidi,57.0,59.38,2019-01-02,London Academy
1,Crysta Aikett,68.0,56.25,2019-01-02,London Academy
2,Rheta Assel,67.0,65.62,2019-01-02,London Academy
3,Hernando Guage,53.0,53.12,2019-01-02,London Academy
4,Reinwald Corish,48.0,62.5,2019-01-02,London Academy
5,Leroi Shurmer,51.0,56.25,2019-01-02,London Academy
6,Emmy Luckings,57.0,53.12,2019-01-02,London Academy
7,Harry Orcas,56.0,62.5,2019-01-02,London Academy
8,Hillery Hunnicutt,43.0,56.25,2019-01-02,London Academy
9,Elsinore Marcussen,47.0,56.25,2019-01-02,London Academy
10,Mariele Steedman,65.0,59.38,2019-01-02,London Academy
11,Sigrid Veitch,57.0,62.5,2019-01-02,London Academy
12,Allegra Aspland,58.0,53.12,2019-01-02,London Academy
13,Stormi Kment,42.0,56.25,2019-01-02,London Academy
14,Esteban Warn,47.0,50.0,2019-01-02,London Academy
15,Kincaid Osipov,61.0,53.12,2019-01-02,London Academy
0,Christian Clowley,46.0,65.62,2019-07-02,London Academy
1,Andriana Uc,55.0,65.62,2019-07-02,London Academy
2,Isacco Teese,53.0,53.12,2019-07-02,London Academy
3,Mathilde Keppin,54.0,59.38,2019-07-02,London Academy
4,Kitty Allen,55.0,53.12,2019-07-02,London Academy
5,Albina Alves,54.0,56.25,2019-07-02,London Academy
6,Shanie Deniso,58.0,43.75,2019-07-02,London Academy
7,Chevy Pyburn,50.0,62.5,2019-07-02,London Academy
8,Larisa Warrington,55.0,71.88,2019-07-02,London Academy
9,Demetrius Dunbavin,53.0,59.38,2019-07-02,London Academy
10,Arty Indruch,56.0,75.0,2019-07-02,London Academy
11,Darcy Dowbakin,48.0,50.0,2019-07-02,London Academy
12,Eba Gary,58.0,59.38,2019-07-02,London Academy
13,D'Arcy Bover,56.0,84.38,2019-07-02,London Academy
14,Abraham Rockell,60.0,56.25,2019-07-02,London Academy
15,Chev Spillane,53.0,71.88,2019-07-02,London Academy
16,Beauregard Cornehl,56.0,75.0,2019-07-02,London Academy
17,Duky Shailer,51.0,68.75,2019-07-02,London Academy
18,Waverley Deacock,60.0,62.5,2019-07-02,London Academy
19,Sorcha Argue,52.0,46.88,2019-07-02,London Academy
20,Frankie Boseley,51.0,59.38,2019-07-02,London Academy
21,Marlow Turbitt,43.0,65.62,2019-07-02,London Academy
22,Matt Roocroft,42.0,71.88,2019-07-02,London Academy
23,Honor Huntall,56.0,71.88,2019-07-02,London Academy
24,Yankee Northing,54.0,68.75,2019-07-02,London Academy
25,Germaine Kitchenside,49.0,90.62,2019-07-02,London Academy
26,Berti Nayer,51.0,81.25,2019-07-02,London Academy
27,Gilbertine Olivetti,41.0,71.88,2019-07-02,London Academy
28,Drusy Benny,55.0,75.0,2019-07-02,London Academy
29,Ara Loggie,64.0,46.88,2019-07-02,London Academy
30,Ketti Murrigans,42.0,59.38,2019-07-02,London Academy
31,Sherlocke Baselio,66.0,59.38,2019-07-02,London Academy
32,Amalea Ughi,53.0,56.25,2019-07-02,London Academy
33,Julia Taile,52.0,50.0,2019-07-02,London Academy
34,Ardis Staniland,53.0,50.0,2019-07-02,London Academy
35,Claude Duran,55.0,62.5,2019-07-02,London Academy
36,Andree Romeo,52.0,78.12,2019-07-02,London Academy
37,Ennis Breinl,46.0,62.5,2019-07-02,London Academy
38,Tonnie Brigshaw,46.0,68.75,2019-07-02,London Academy
0,Yank Cargill,44.0,46.88,2019-05-02,Birmingham Academy
1,Jeremie Giacobazzi,55.0,37.5,2019-05-02,Birmingham Academy
2,Shayne St Louis,51.0,75.0,2019-05-02,Birmingham Academy
3,Timmy Benzies,56.0,56.25,2019-05-02,Birmingham Academy
4,Ettore Elphee,49.0,59.38,2019-05-02,Birmingham Academy
5,Rowland Cabotto,49.0,50.0,2019-05-02,Birmingham Academy
6,Lawton Redpath,57.0,84.38,2019-05-02,Birmingham Academy
7,Theresina Breckell,56.0,53.12,2019-05-02,Birmingham Academy
8,Lem Burbidge,54.0,75.0,2019-05-02,Birmingham Academy
9,Gilburt Chamney,65.0,68.75,2019-05-02,Birmingham Academy
10,Gray Eadmeads,57.0,65.62,2019-05-02,Birmingham Academy
11,Kizzee Oliva,55.0,68.75,2019-05-02,Birmingham Academy
12,Jeana Schowenburg,59.0,68.75,2019-05-02,Birmingham Academy
13,Rhodia Valsler,47.0,59.38,2019-05-02,Birmingham Academy
14,Ludovico Orridge,52.0,53.12,2019-05-02,Birmingham Academy
15,Chantal Mailes,67.0,78.12,2019-05-02,Birmingham Academy
16,Dean Burnup,61.0,62.5,2019-05-02,Birmingham Academy
17,Auberon O'Quin,67.0,65.62,2019-05-02,Birmingham Academy
18,Rhys Yakebovich,62.0,75.0,2019-05-02,Birmingham Academy
19,Gilbertine Matteoni,50.0,81.25,2019-05-02,Birmingham Academy
20,Donal Mila,49.0,65.62,2019-05-02,Birmingham Academy
21,Burtie Garfitt,53.0,53.12,2019-05-02,Birmingham Academy
22,Burnard Antonsson,57.0,68.75,2019-05-02,Birmingham Academy
23,Saree Schwand,56.0,59.38,2019-05-02,Birmingham Academy
24,Scarlett Ciccarello,57.0,50.0,2019-05-02,Birmingham Academy
25,Yuma Dowry,48.0,59.38,2019-05-02,Birmingham Academy
0,Chickie Dickens,51.0,68.75,2019-10-02,London Academy
1,Maurise Pawfoot,49.0,59.38,2019-10-02,London Academy
2,Guilbert Leet,50.0,65.62,2019-10-02,London Academy
3,Sydelle Russo,55.0,75.0,2019-10-02,London Academy
4,Mikaela Quaife,44.0,40.62,2019-10-02,London Academy
5,Perla Haibel,55.0,46.88,2019-10-02,London Academy
6,Alasteir Cootes,50.0,56.25,2019-10-02,London Academy
7,Audrye Knightley,64.0,62.5,2019-10-02,London Academy
8,Gail Basso,53.0,62.5,2019-10-02,London Academy
9,Nonnah Gentreau,50.0,75.0,2019-10-02,London Academy
10,Antony Eckert,56.0,78.12,2019-10-02,London Academy
11,Pryce Playden,53.0,56.25,2019-10-02,London Academy
12,Blondy Docker,60.0,68.75,2019-10-02,London Academy
13,Aveline Andrzej,42.0,78.12,2019-10-02,London Academy
14,Patrice Hawkshaw,57.0,53.12,2019-10-02,London Academy
15,Ros Hamerton,44.0,43.75,2019-10-02,London Academy
16,Evelina Owens,63.0,59.38,2019-10-02,London Academy
17,Gabby Mayor,47.0,62.5,2019-10-02,London Academy
18,Gery Tilio,45.0,53.12,2019-10-02,London Academy
19,Amaleta Alred,54.0,62.5,2019-10-02,London Academy
20,Daren Ouchterlony,56.0,78.12,2019-10-02,London Academy
21,Justinian Luscott,54.0,62.5,2019-10-02,London Academy
22,Michell Fishlock,54.0,68.75,2019-10-02,London Academy
23,Mariel Dei,58.0,46.88,2019-10-02,London Academy
24,Odella Hurne,64.0,62.5,2019-10-02,London Academy
25,Cortney Rudeyeard,62.0,75.0,2019-10-02,London Academy
26,Katleen Trunks,57.0,53.12,2019-10-02,London Academy
27,Gail Paffot,66.0,68.75,2019-10-02,London Academy
28,Freeland Hawford,49.0,65.62,2019-10-02,London Academy
0,Cacilie Sennett,43.0,53.12,2019-08-20,London Academy
1,Samuele Whear,57.0,56.25,2019-08-20,London Academy
2,Teador Tinton,37.0,53.12,2019-08-20,London Academy
3,Mahmud Molineux,61.0,56.25,2019-08-20,London Academy
4,See Uden,48.0,68.75,2019-08-20,London Academy
5,Garwood Strowan,57.0,75.0,2019-08-20,London Academy
6,Pepi Bome,58.0,56.25,2019-08-20,London Academy
7,Maryellen Vasovic,65.0,50.0,2019-08-20,London Academy
8,Dominique Narbett,57.0,78.12,2019-08-20,London Academy
9,Prentiss Godman,62.0,56.25,2019-08-20,London Academy
10,Carr Kensall,56.0,62.5,2019-08-20,London Academy
11,Boote Moan,58.0,59.38,2019-08-20,London Academy
12,Tito Greiswood,59.0,53.12,2019-08-20,London Academy
13,Carlin Stellino,62.0,65.62,2019-08-20,London Academy
14,Sybille Lavarack,45.0,62.5,2019-08-20,London Academy
15,Melisse Craze,53.0,78.12,2019-08-20,London Academy
16,Noami Edworthye,60.0,68.75,2019-08-20,London Academy
17,Mozelle Grinnov,56.0,59.38,2019-08-20,London Academy
18,Farand Rotlauf,56.0,56.25,2019-08-20,London Academy
19,Arch Cookley,52.0,53.12,2019-08-20,London Academy
20,Tansy Dukelow,55.0,62.5,2019-08-20,London Academy
21,Ayn Novichenko,45.0,59.38,2019-08-20,London Academy
22,Vaclav Ortler,51.0,65.62,2019-08-20,London Academy
23,Franz Thickin,49.0,78.12,2019-08-20,London Academy
0,Jehanna Verrechia,55.0,81.25,2019-02-20,London Academy
1,Vikki Godsal,56.0,59.38,2019-02-20,London Academy
2,Ferdinand Whyberd,54.0,68.75,2019-02-20,London Academy
3,Colan South,49.0,37.5,2019-02-20,London Academy
4,Eilis Hull,60.0,40.62,2019-02-20,London Academy
5,Vincents Bahl,58.0,65.62,2019-02-20,London Academy
6,Carmella Guidi,57.0,59.38,2019-02-20,London Academy
7,Benjamen Harrow,53.0,75.0,2019-02-20,London Academy
8,Horatia Tompkin,52.0,71.88,2019-02-20,London Academy
9,Darryl Gleed,55.0,53.12,2019-02-20,London Academy
10,Rainer Beecheno,65.0,68.75,2019-02-20,London Academy
11,Slade Cannavan,65.0,53.12,2019-02-20,London Academy
12,Abran Munson,53.0,62.5,2019-02-20,London Academy
13,Pace Delion,55.0,62.5,2019-02-20,London Academy
14,Kendrick Collinette,41.0,84.38,2019-02-20,London Academy
15,Liuka Drissell,55.0,62.5,2019-02-20,London Academy
16,Tim Saunter,48.0,62.5,2019-02-20,London Academy
17,Fletcher Ayllett,51.0,71.88,2019-02-20,London Academy
18,Jeannine Mcpolin,52.0,31.25,2019-02-20,London Academy
19,Cissy Arnoult,61.0,62.5,2019-02-20,London Academy
20,Ruy Wythill,61.0,56.25,2019-02-20,London Academy
21,Lynette Ingram,58.0,31.25,2019-02-20,London Academy
22,Bryanty Antonnikov,59.0,75.0,2019-02-20,London Academy
23,Gardie Charsley,55.0,62.5,2019-02-20,London Academy
0,Marquita Forrington,60.0,53.12,2019-06-20,Birmingham Academy
1,Suzette Glander,60.0,81.25,2019-06-20,Birmingham Academy
2,Virge Insole,64.0,75.0,2019-06-20,Birmingham Academy
3,Temple Plumridege,60.0,68.75,2019-06-20,Birmingham Academy
4,Hanni Katt,51.0,81.25,2019-06-20,Birmingham Academy
5,Vina Fodden,63.0,68.75,2019-06-20,Birmingham Academy
6,Sarah Magor,61.0,75.0,2019-06-20,Birmingham Academy
7,Shelden Sheraton,58.0,71.88,2019-06-20,Birmingham Academy
8,Selle Mckeowon,57.0,46.88,2019-06-20,Birmingham Academy
9,Bird Hatfield,52.0,50.0,2019-06-20,Birmingham Academy
10,Emeline Whistance,55.0,50.0,2019-06-20,Birmingham Academy
11,Sal Rignoldes,48.0,53.12,2019-06-20,Birmingham Academy
12,Gav Molson,49.0,62.5,2019-06-20,Birmingham Academy
13,Tadio Goullee,59.0,71.88,2019-06-20,Birmingham Academy
14,Kary Beeby,60.0,43.75,2019-06-20,Birmingham Academy
15,Fleming Taillard,53.0,46.88,2019-06-20,Birmingham Academy
16,Dominique Pulfer,46.0,59.38,2019-06-20,Birmingham Academy
17,Dermot Gunthorp,58.0,62.5,2019-06-20,Birmingham Academy
18,Baily Camidge,50.0,78.12,2019-06-20,Birmingham Academy
19,Gabrila Chasier,60.0,68.75,2019-06-20,Birmingham Academy
20,Muffin Jandel,52.0,53.12,2019-06-20,Birmingham Academy
21,Chrissy Sate,56.0,59.38,2019-06-20,Birmingham Academy
22,Eric Spritt,57.0,81.25,2019-06-20,Birmingham Academy
23,Krystalle Deeney,54.0,53.12,2019-06-20,Birmingham Academy
24,Corby Torel,62.0,75.0,2019-06-20,Birmingham Academy
25,Farlee Petren,63.0,75.0,2019-06-20,Birmingham Academy
26,Letizia Persence,68.0,59.38,2019-06-20,Birmingham Academy
27,Kyla Jankovsky,61.0,75.0,2019-06-20,Birmingham Academy
28,Audra Boodell,54.0,56.25,2019-06-20,Birmingham Academy
29,Kingsly Lowdwell,63.0,50.0,2019-06-20,Birmingham Academy
30,Cleon Kemson,59.0,68.75,2019-06-20,Birmingham Academy
31,Pavlov Peyto,43.0,65.62,2019-06-20,Birmingham Academy
32,Linc Hallex,50.0,78.12,2019-06-20,Birmingham Academy
0,Klarrisa Adamovitch,49.0,53.12,2019-03-20,London Academy
1,Farley Hearnes,54.0,59.38,2019-03-20,London Academy
2,Corrie Duiguid,53.0,78.12,2019-03-20,London Academy
3,Burtie Irnys,53.0,46.88,2019-03-20,London Academy
4,Joletta Matzaitis,63.0,65.62,2019-03-20,London Academy
5,Ofelia Helm,52.0,50.0,2019-03-20,London Academy
6,Sholom Banting,61.0,75.0,2019-03-20,London Academy
7,Hamilton Godbehere,58.0,59.38,2019-03-20,London Academy
8,Wilhelm Cohane,72.0,43.75,2019-03-20,London Academy
9,Sybil Ciabatteri,45.0,78.12,2019-03-20,London Academy
10,Leland Baverstock,46.0,59.38,2019-03-20,London Academy
11,Yulma Kerrey,60.0,56.25,2019-03-20,London Academy
12,Dinah Tarbatt,46.0,53.12,2019-03-20,London Academy
13,Cymbre Reuben,55.0,59.38,2019-03-20,London Academy
14,Corbie Hinchshaw,67.0,62.5,2019-03-20,London Academy
15,Woodie Reely,62.0,68.75,2019-03-20,London Academy
16,Randi Tomkowicz,55.0,56.25,2019-03-20,London Academy
17,Dianemarie Wonfor,59.0,43.75,2019-03-20,London Academy
